Host Star Name,Planetary Name,Planets in host system,Constellation
LSPM J2116+0234,LSPM J2116+0234 b,1,
LTT 1445 A,LTT 1445 A b,1,
LkCa 15,LkCa 15 b,2,Taurus
LkCa 15,LkCa 15 c,2,Taurus
Lupus-TR-3,Lupus-TR-3 b,1,Lupus
MASCARA-1,MASCARA-1 b,1,Equuleus
MOA-2007-BLG-192L,MOA-2007-BLG-192L b,1,Sagittarius
MOA-2007-BLG-400L,MOA-2007-BLG-400L b,1,
MOA-2008-BLG-310L,MOA-2008-BLG-310L b,1,
MOA-2008-BLG-379L,MOA-2008-BLG-379L b,1,
MOA-2009-BLG-266L,MOA-2009-BLG-266L b,1,
MOA-2009-BLG-319L,MOA-2009-BLG-319L b,1,
MOA-2009-BLG-387L,MOA-2009-BLG-387L b,1,
MOA-2010-BLG-073L,MOA-2010-BLG-073L b,1,
MOA-2010-BLG-117L,MOA-2010-BLG-117L b,1,
MOA-2010-BLG-328L,MOA-2010-BLG-328L b,1,
MOA-2010-BLG-353L,MOA-2010-BLG-353L b,1,
MOA-2010-BLG-477L,MOA-2010-BLG-477L b,1,Sagittarius
MOA-2011-BLG-028L,MOA-2011-BLG-028L b,1,
MOA-2011-BLG-262L,MOA-2011-BLG-262L b,1,
MOA-2011-BLG-291L,MOA-2011-BLG-291L b,1,
MOA-2011-BLG-293L,MOA-2011-BLG-293L b,1,
MOA-2011-BLG-322L,MOA-2011-BLG-322L b,1,
MOA-2012-BLG-006L,MOA-2012-BLG-006L b,1,
MOA-2012-BLG-505L,MOA-2012-BLG-505L b,1,
MOA-2013-BLG-605L,MOA-2013-BLG-605L b,1,
MOA-2015-BLG-337L,MOA-2015-BLG-337L b,1,
MOA-2016-BLG-227L,MOA-2016-BLG-227L b,1,
MOA-2016-BLG-319L,MOA-2016-BLG-319L b,1,
MOA-bin-1L,MOA-bin-1L b,1,
MXB 1658-298,MXB 1658-298 b,1,
NGC 2682 Sand 364,NGC 2682 Sand 364 b,1,Cancer
NGC 2682 Sand 978,NGC 2682 Sand 978 b,1,Cancer
NGC 2682 YBP 1194,NGC 2682 YBP 1194 b,1,Cancer
NGC 2682 YBP 1514,NGC 2682 YBP 1514 b,1,Cancer
NGC 2682 YBP 401,NGC 2682 YBP 401 b,1,Cancer
NGTS-1,NGTS-1 b,1,
NGTS-2,NGTS-2 b,1,
NGTS-3 A,NGTS-3 A b,1,
NGTS-4,NGTS-4 b,1,Caelum
NGTS-5,NGTS-5 b,1,
NN Ser,NN Ser c,2,
NN Ser,NN Ser d,2,
NSVS 14256825,NSVS 14256825 b,1,
NY Vir,NY Vir b,1,Virgo
OGLE-2003-BLG-235L,OGLE-2003-BLG-235L b,1,
OGLE-2005-BLG-071L,OGLE-2005-BLG-071L b,1,
OGLE-2005-BLG-169L,OGLE-2005-BLG-169L b,1,
OGLE-2005-BLG-390L,OGLE-2005-BLG-390L b,1,
OGLE-2006-BLG-109L,OGLE-2006-BLG-109L b,2,Scorpio
OGLE-2006-BLG-109L,OGLE-2006-BLG-109L c,2,Scorpio
OGLE-2007-BLG-349L A,OGLE-2007-BLG-349L AB c,1,
OGLE-2007-BLG-368L,OGLE-2007-BLG-368L b,1,
OGLE-2008-BLG-092L,OGLE-2008-BLG-092L b,1,
OGLE-2008-BLG-355L,OGLE-2008-BLG-355L b,1,
OGLE-2011-BLG-0173L,OGLE-2011-BLG-0173L b,1,
OGLE-2011-BLG-0251L,OGLE-2011-BLG-0251L b,1,
OGLE-2011-BLG-0265L,OGLE-2011-BLG-0265L b,1,
OGLE-2012-BLG-0026L,OGLE-2012-BLG-0026L b,2,
OGLE-2012-BLG-0026L,OGLE-2012-BLG-0026L c,2,
OGLE-2012-BLG-0358L,OGLE-2012-BLG-0358L b,1,
OGLE-2012-BLG-0406L,OGLE-2012-BLG-0406L b,1,
OGLE-2012-BLG-0563L,OGLE-2012-BLG-0563L b,1,
OGLE-2012-BLG-0724L,OGLE-2012-BLG-0724L b,1,
OGLE-2012-BLG-0950L,OGLE-2012-BLG-0950L b,1,
OGLE-2013-BLG-0102L,OGLE-2013-BLG-0102L b,1,
OGLE-2013-BLG-0132L,OGLE-2013-BLG-0132L b,1,
OGLE-2013-BLG-0341L B,OGLE-2013-BLG-0341L B b,1,
OGLE-2013-BLG-1721L,OGLE-2013-BLG-1721L b,1,
OGLE-2013-BLG-1761L,OGLE-2013-BLG-1761L b,1,
OGLE-2014-BLG-0124L,OGLE-2014-BLG-0124L b,1,
OGLE-2014-BLG-0676L,OGLE-2014-BLG-0676L b,1,
OGLE-2014-BLG-1722L,OGLE-2014-BLG-1722L b,2,
OGLE-2014-BLG-1722L,OGLE-2014-BLG-1722L c,2,
OGLE-2014-BLG-1760L,OGLE-2014-BLG-1760L b,1,
OGLE-2015-BLG-0051L,OGLE-2015-BLG-0051L b,1,
OGLE-2015-BLG-0954L,OGLE-2015-BLG-0954L b,1,
OGLE-2015-BLG-0966L,OGLE-2015-BLG-0966L b,1,
OGLE-2015-BLG-1670L,OGLE-2015-BLG-1670L b,1,
OGLE-2016-BLG-0263L,OGLE-2016-BLG-0263L b,1,
OGLE-2016-BLG-0613L AB,OGLE-2016-BLG-0613L AB b,1,
OGLE-2016-BLG-1190L,OGLE-2016-BLG-1190L b,1,
OGLE-2016-BLG-1195L,OGLE-2016-BLG-1195L b,1,
OGLE-2017-BLG-0173L,OGLE-2017-BLG-0173L b,1,
OGLE-2017-BLG-0373L,OGLE-2017-BLG-0373L b,1,
OGLE-2017-BLG-0482L,OGLE-2017-BLG-0482L b,1,
OGLE-2017-BLG-1140L,OGLE-2017-BLG-1140L b,1,
OGLE-2017-BLG-1434L,OGLE-2017-BLG-1434L b,1,
OGLE-2017-BLG-1522L,OGLE-2017-BLG-1522L b,1,
OGLE-2018-BLG-0596L,OGLE-2018-BLG-0596L b,1,
OGLE-TR-056,OGLE-TR-056 b,1,
OGLE-TR-10,OGLE-TR-10 b,1,
OGLE-TR-111,OGLE-TR-111 b,1,
OGLE-TR-113,OGLE-TR-113 b,1,
OGLE-TR-132,OGLE-TR-132 b,1,
OGLE-TR-182,OGLE-TR-182 b,1,
OGLE-TR-211,OGLE-TR-211 b,1,
OGLE2-TR-L9,OGLE2-TR-L9 b,1,
Oph 11,Oph 11 b,1,
PDS 70,PDS 70 b,2,
PDS 70,PDS 70 c,2,
PH1,PH1 b,1,
PH2,PH2 b,1,
POTS-1,POTS-1 b,1,
PSR B1257+12,PSR B1257+12 b,3,
PSR B1257+12,PSR B1257+12 c,3,
PSR B1257+12,PSR B1257+12 d,3,
PSR B1620-26,PSR B1620-26 b,1,
PSR J1719-1438,PSR J1719-1438 b,1,
PSR J2322-2650,PSR J2322-2650 b,1,
Pr0201,Pr0201 b,1,
Pr0211,Pr0211 b,2,
Pr0211,Pr0211 c,2,
Proxima Cen,Proxima Cen b,1,Centaurus
Qatar-1,Qatar-1 b,1,Draco
Qatar-10,Qatar-10 b,1,
Qatar-2,Qatar-2 b,1,
Qatar-3,Qatar-3 b,1,
Qatar-4,Qatar-4 b,1,
Qatar-5,Qatar-5 b,1,
Qatar-7,Qatar-7 b,1,
Qatar-8,Qatar-8 b,1,
Qatar-9,Qatar-9 b,1,
ROXs 12,ROXs 12 b,1,
ROXs 42 B,ROXs 42 B b,1,
RR Cae,RR Cae b,1,
Ross 128,Ross 128 b,1,
Ross 458,Ross 458 c,1,
SR 12 AB,SR 12 AB c,1,
SWEEPS-11,SWEEPS-11 b,1,
SWEEPS-4,SWEEPS-4 b,1,
TAP 26,TAP 26 b,1,
TCP J05074264+2447555,TCP J05074264+2447555 b,1,
TOI 150,TOI 150.01,1,
TOI 172,TOI 172 b,1,
TOI 216,TOI 216.01,2,
TOI 216,TOI 216.02,2,
TOI 270,TOI 270 b,3,
TOI 270,TOI 270 c,3,
TOI 270,TOI 270 d,3,
TRAPPIST-1,TRAPPIST-1 b,7, Aquarius
TRAPPIST-1,TRAPPIST-1 c,7, Aquarius
TRAPPIST-1,TRAPPIST-1 d,7, Aquarius
TRAPPIST-1,TRAPPIST-1 e,7, Aquarius
TRAPPIST-1,TRAPPIST-1 f,7, Aquarius
TRAPPIST-1,TRAPPIST-1 g,7, Aquarius
TRAPPIST-1,TRAPPIST-1 h,7, Aquarius
TYC 1422-614-1,TYC 1422-614-1 b,2,Leo
TYC 1422-614-1,TYC 1422-614-1 c,2,Leo
TYC 3318-01333-1,TYC 3318-01333-1 b,1,
TYC 3667-1280-1,TYC 3667-1280-1 b,1,
TYC 4282-00605-1,TYC 4282-00605-1 b,1,
Teegarden's Star,Teegarden's Star b,2,
Teegarden's Star,Teegarden's Star c,2,
TrES-1,TrES-1 b,1,Lyra
TrES-2,TrES-2 b,1,
TrES-3,TrES-3 b,1,
TrES-4,TrES-4 b,1,
TrES-5,TrES-5 b,1,
UKIRT-2017-BLG-001L,UKIRT-2017-BLG-001L b,1,Sagittarius
USco CTIO 108,USco CTIO 108 b,1,
UZ For,UZ For b,2,
UZ For,UZ For c,2,
V0391 Peg,V0391 Peg b,1,Pegasus
V1298 Tau,V1298 Tau b,1,Taurus
V830 Tau,V830 Tau b,1,Taurus
VHS J125601.92-125723.9,VHS J125601.92-125723.9 b,1,Corvus
WASP-1,WASP-1 b,1,Andromeda
WASP-10,WASP-10 b,1,
WASP-100,WASP-100 b,1,
WASP-101,WASP-101 b,1,
WASP-103,WASP-103 b,1,
WASP-104,WASP-104 b,1,
WASP-105,WASP-105 b,1,
WASP-106,WASP-106 b,1,
WASP-107,WASP-107 b,1,
WASP-11,WASP-11 b,1,
WASP-113,WASP-113 b,1,
WASP-114,WASP-114 b,1,
WASP-117,WASP-117 b,1,
WASP-118,WASP-118 b,1,
WASP-119,WASP-119 b,1,
WASP-12,WASP-12 b,1,
WASP-120,WASP-120 b,1,
WASP-121,WASP-121 b,1,
WASP-123,WASP-123 b,1,
WASP-124,WASP-124 b,1,
WASP-126,WASP-126 b,1,
WASP-127,WASP-127 b,1,
WASP-129,WASP-129 b,1,
WASP-13,WASP-13 b,1,
WASP-130,WASP-130 b,1,
WASP-131,WASP-131 b,1,
WASP-132,WASP-132 b,1,
WASP-133,WASP-133 b,1,
WASP-135,WASP-135 b,1,
WASP-136,WASP-136 b,1,
WASP-138,WASP-138 b,1,
WASP-139,WASP-139 b,1,
WASP-14,WASP-14 b,1,
WASP-140,WASP-140 b,1,
WASP-141,WASP-141 b,1,
WASP-142,WASP-142 b,1,
WASP-144,WASP-144 b,1,
WASP-145 A,WASP-145 A b,1,
WASP-147,WASP-147 b,1,
WASP-15,WASP-15 b,1,
WASP-151,WASP-151 b,1,
WASP-153,WASP-153 b,1,
WASP-156,WASP-156 b,1,
WASP-157,WASP-157 b,1,
WASP-158,WASP-158 b,1,
WASP-159,WASP-159 b,1,
WASP-16,WASP-16 b,1,
WASP-160 B,WASP-160 B b,1,
WASP-161,WASP-161 b,1,
WASP-162,WASP-162 b,1,
WASP-163,WASP-163 b,1,
WASP-164,WASP-164 b,1,
WASP-165,WASP-165 b,1,
WASP-166,WASP-166 b,1,
WASP-167,WASP-167 b,1,
WASP-168,WASP-168 b,1,
WASP-17,WASP-17 b,1,
WASP-170,WASP-170 b,1,
WASP-172,WASP-172 b,1,
WASP-173 A,WASP-173 A b,1,
WASP-174,WASP-174 b,1,
WASP-177,WASP-177 b,1,
WASP-18,WASP-18 b,1,
WASP-181,WASP-181 b,1,
WASP-183,WASP-183 b,1,
WASP-19,WASP-19 b,1,
WASP-190,WASP-190 b,1,
WASP-2,WASP-2 b,1,
WASP-20,WASP-20 b,1,
WASP-21,WASP-21 b,1,
WASP-22,WASP-22 b,1,
WASP-23,WASP-23 b,1,
WASP-24,WASP-24 b,1,
WASP-25,WASP-25 b,1,
WASP-26,WASP-26 b,1,
WASP-28,WASP-28 b,1,
WASP-29,WASP-29 b,1,
WASP-3,WASP-3 b,1,
WASP-31,WASP-31 b,1,
WASP-32,WASP-32 b,1,
WASP-33,WASP-33 b,1,
WASP-34,WASP-34 b,1,
WASP-35,WASP-35 b,1,
WASP-36,WASP-36 b,1,
WASP-37,WASP-37 b,1,
WASP-38,WASP-38 b,1,
WASP-39,WASP-39 b,1,
WASP-4,WASP-4 b,1,
WASP-41,WASP-41 b,2,
WASP-41,WASP-41 c,2,
WASP-42,WASP-42 b,1,
WASP-43,WASP-43 b,1,
WASP-44,WASP-44 b,1,
WASP-45,WASP-45 b,1,
WASP-46,WASP-46 b,1,
WASP-47,WASP-47 b,4,Aquarius
WASP-47,WASP-47 c,4,Aquarius
WASP-47,WASP-47 d,4,Aquarius
WASP-47,WASP-47 e,4,Aquarius
WASP-48,WASP-48 b,1,
WASP-49,WASP-49 b,1,
WASP-5,WASP-5 b,1,
WASP-50,WASP-50 b,1,
WASP-52,WASP-52 b,1,
WASP-53,WASP-53 b,2,
WASP-53,WASP-53 c,2,
WASP-54,WASP-54 b,1,
WASP-55,WASP-55 b,1,
WASP-56,WASP-56 b,1,
WASP-57,WASP-57 b,1,
WASP-58,WASP-58 b,1,
WASP-59,WASP-59 b,1,
WASP-6,WASP-6 b,1,
WASP-60,WASP-60 b,1,
WASP-61,WASP-61 b,1,
WASP-62,WASP-62 b,1,
WASP-63,WASP-63 b,1,
WASP-64,WASP-64 b,1,
WASP-65,WASP-65 b,1,
WASP-66,WASP-66 b,1,
WASP-67,WASP-67 b,1,
WASP-68,WASP-68 b,1,
WASP-69,WASP-69 b,1,
WASP-7,WASP-7 b,1,
WASP-70 A,WASP-70 A b,1,
WASP-71,WASP-71 b,1,
WASP-72,WASP-72 b,1,
WASP-73,WASP-73 b,1,
WASP-74,WASP-74 b,1,
WASP-75,WASP-75 b,1,
WASP-76,WASP-76 b,1,
WASP-77 A,WASP-77 A b,1,
WASP-78,WASP-78 b,1,
WASP-79,WASP-79 b,1,
WASP-8,WASP-8 b,2,
WASP-8,WASP-8 c,2,
WASP-80,WASP-80 b,1,
WASP-81,WASP-81 b,1,
WASP-82,WASP-82 b,1,
WASP-83,WASP-83 b,1,
WASP-84,WASP-84 b,1,
WASP-85 A,WASP-85 A b,1,Virgo
WASP-87,WASP-87 b,1,
WASP-88,WASP-88 b,1,
WASP-89,WASP-89 b,1,
WASP-90,WASP-90 b,1,
WASP-91,WASP-91 b,1,
WASP-92,WASP-92 b,1,
WASP-93,WASP-93 b,1,
WASP-94 A,WASP-94 A b,1,
WASP-94 B,WASP-94 B b,1,
WASP-95,WASP-95 b,1,
WASP-96,WASP-96 b,1,
WASP-97,WASP-97 b,1,
WASP-98,WASP-98 b,1,
WASP-99,WASP-99 b,1,
WD 0806-661,WD 0806-661 b,1,Volans
WISEP J121756.91+162640.2 A,WISEP J121756.91+162640.2 A b,1,Coma Berenices
WTS-1,WTS-1 b,1,Cygnus
WTS-2,WTS-2 b,1,Cygnus
Wolf 1061,Wolf 1061 b,3,
Wolf 1061,Wolf 1061 c,3,
Wolf 1061,Wolf 1061 d,3,
Wolf 503,Wolf 503 b,1,Virgo
XO-1,XO-1 b,1,Corona Borealis
XO-2 N,XO-2 N b,1,Lynx
XO-2 S,XO-2 S b,2,Lynx
XO-2 S,XO-2 S c,2,Lynx
XO-3,XO-3 b,1,Camelopardalis
XO-4,XO-4 b,1,Lynx
XO-5,XO-5 b,1,Lynx
XO-6,XO-6 b,1,Camelopardalis
YZ Cet,YZ Cet b,3,Cetus
YZ Cet,YZ Cet c,3,Cetus
YZ Cet,YZ Cet d,3,Cetus
alf Ari,alf Ari b,1,Aries
alf Tau,alf Tau b,1,Taurus
bet Cnc,bet Cnc b,1,Cancer
bet Pic,bet Pic b,1,Pictor
bet UMi,bet UMi b,1,Ursa Minor
eps CrB,eps CrB b,1,Corona Borealis
eps Eri,eps Eri b,1,Eridanus
eps Tau,eps Tau b,1,Taurus
gam 1 Leo,gam 1 Leo b,1,Leo
gam Cep,gam Cep b,1,Cepheus
gam Lib,gam Lib b,2,Libra
gam Lib,gam Lib c,2,Libra
iot Dra,iot Dra b,1,Draco
kap And,kap And b,1,Andromeda
kap CrB,kap CrB b,1,Corona Borealis
mu Leo,mu Leo b,1,Leo
nu Oph,nu Oph b,2,
nu Oph,nu Oph c,2,
ome Ser,ome Ser b,1,Serpens
omi CrB,omi CrB b,1,Corona Borealis
omi UMa,omi UMa b,1,Ursa Major
psi 1 Dra B,psi 1 Dra B b,1,Draco
rho CrB,rho CrB b,2,Corona Borealis
rho CrB,rho CrB c,2,Corona Borealis
tau Boo,tau Boo b,1,Bootes
tau Cet,tau Cet e,4,Cetus
tau Cet,tau Cet f,4,Cetus
tau Cet,tau Cet g,4,Cetus
tau Cet,tau Cet h,4,Cetus
tau Gem,tau Gem b,1,Gemini
ups And,ups And b,3,Andromeda
ups And,ups And c,3,Andromeda
ups And,ups And d,3,Andromeda
xi Aql,xi Aql b,1,Aquila
